Country,Income_group,Code,Year,Cereal_energy_share,GDP,Population
Bahamas,High income,BHS,1949,NA,NA,77491
Bahamas,High income,BHS,1817,NA,NA,27350
Bahamas,High income,BHS,1971,NA,NA,184447
Bahamas,High income,BHS,1806,NA,NA,27350
Bahamas,High income,BHS,1973,NA,NA,193577
Bahamas,High income,BHS,1974,NA,NA,197771
Bahamas,High income,BHS,1821,NA,NA,27376
Bahamas,High income,BHS,1830,NA,NA,27565
Bahamas,High income,BHS,1953,NA,NA,86752
Bahamas,High income,BHS,-4000,NA,NA,71
Bahamas,High income,BHS,1813,NA,NA,27350
Bahamas,High income,BHS,1947,NA,NA,76462
Bahamas,High income,BHS,1948,NA,NA,76627
Bahamas,High income,BHS,1933,NA,NA,68315
Bahamas,High income,BHS,1931,NA,NA,66452
Bahamas,High income,BHS,1991,NA,35879.69921875,276072
Bahamas,High income,BHS,1951,NA,NA,82915
Bahamas,High income,BHS,1822,NA,NA,27393
Bahamas,High income,BHS,1823,NA,NA,27414
Bahamas,High income,BHS,1924,NA,NA,60808
Bahamas,High income,BHS,1720,NA,NA,6077
Bahamas,High income,BHS,2011,NA,36296.39453125,377956
Bahamas,High income,BHS,1841,NA,NA,27803
Bahamas,High income,BHS,1843,NA,NA,27847
Bahamas,High income,BHS,1780,NA,NA,10652
Bahamas,High income,BHS,0,NA,NA,1148
Bahamas,High income,BHS,100,NA,NA,1252
Bahamas,High income,BHS,1816,NA,NA,27350
Bahamas,High income,BHS,1970,NA,NA,179149
Bahamas,High income,BHS,1801,NA,NA,27350
Bahamas,High income,BHS,1805,NA,NA,27350
Bahamas,High income,BHS,1839,NA,NA,27760
Bahamas,High income,BHS,1800,NA,NA,27350
Bahamas,High income,BHS,1851,NA,NA,28805
Bahamas,High income,BHS,1852,NA,NA,29373
Bahamas,High income,BHS,1891,NA,NA,51329
Bahamas,High income,BHS,-8000,NA,NA,4
Bahamas,High income,BHS,-1000,NA,NA,574
Bahamas,High income,BHS,1967,NA,NA,158210
Bahamas,High income,BHS,1968,NA,NA,165469
Bahamas,High income,BHS,1969,NA,NA,172761
Bahamas,High income,BHS,1990,NA,38144.15625,270690
Bahamas,High income,BHS,1902,NA,NA,58262
Bahamas,High income,BHS,1818,NA,NA,27350
Bahamas,High income,BHS,1803,NA,NA,27350
Bahamas,High income,BHS,1820,NA,NA,27363
Bahamas,High income,BHS,600,NA,NA,1935
Bahamas,High income,BHS,1824,NA,NA,27436
Bahamas,High income,BHS,1828,NA,NA,27522
Bahamas,High income,BHS,1832,NA,NA,27608
Bahamas,High income,BHS,1854,NA,NA,30797
Bahamas,High income,BHS,-2000,NA,NA,287
Bahamas,High income,BHS,1897,NA,NA,55483
Bahamas,High income,BHS,1856,NA,NA,32290
Bahamas,High income,BHS,1835,NA,NA,27673
Bahamas,High income,BHS,2005,NA,40401.53125,347815
Bahamas,High income,BHS,1959,NA,NA,109247
Bahamas,High income,BHS,1819,NA,NA,27354
Bahamas,High income,BHS,1923,NA,NA,60058
Bahamas,High income,BHS,1700,NA,NA,5040
Bahamas,High income,BHS,1710,NA,NA,5535
Bahamas,High income,BHS,1876,NA,NA,43424
Bahamas,High income,BHS,2012,NA,37005.37890625,382073
Bahamas,High income,BHS,2013,NA,35331.1640625,385660
Bahamas,High income,BHS,1760,NA,NA,8835
Bahamas,High income,BHS,1770,NA,NA,9701
Bahamas,High income,BHS,1845,NA,NA,27891
Bahamas,High income,BHS,1790,NA,NA,11696
Bahamas,High income,BHS,1847,NA,NA,27934
Bahamas,High income,BHS,2019,NA,36432.51953125,404563
Bahamas,High income,BHS,1848,NA,NA,27956
Bahamas,High income,BHS,1972,NA,NA,189194
Bahamas,High income,BHS,1850,NA,NA,28369
Bahamas,High income,BHS,-6000,NA,NA,17
Bahamas,High income,BHS,-7000,NA,NA,8
Bahamas,High income,BHS,1979,NA,NA,219437
Bahamas,High income,BHS,1829,NA,NA,27543
Bahamas,High income,BHS,-3000,NA,NA,143
Bahamas,High income,BHS,1894,NA,NA,53350
Bahamas,High income,BHS,1895,NA,NA,54052
Bahamas,High income,BHS,1898,NA,NA,56212
Bahamas,High income,BHS,1857,NA,NA,33063
Bahamas,High income,BHS,1858,NA,NA,33855
Bahamas,High income,BHS,1859,NA,NA,34583
Bahamas,High income,BHS,1992,NA,33855.80859375,281982
Bahamas,High income,BHS,1976,NA,NA,206106
Bahamas,High income,BHS,1977,NA,NA,210540
Bahamas,High income,BHS,1978,NA,NA,215032
Bahamas,High income,BHS,1875,NA,NA,42847
Bahamas,High income,BHS,1877,NA,NA,44009
Bahamas,High income,BHS,1955,NA,NA,92458
Bahamas,High income,BHS,1833,NA,NA,27630
Bahamas,High income,BHS,1956,NA,NA,96021
Bahamas,High income,BHS,1957,NA,NA,100016
Bahamas,High income,BHS,2004,NA,39804.5234375,343097
Bahamas,High income,BHS,1916,NA,NA,59071
Bahamas,High income,BHS,1837,NA,NA,27716
Bahamas,High income,BHS,1960,NA,NA,114512
Bahamas,High income,BHS,1838,NA,NA,27738
Bahamas,High income,BHS,2009,NA,36543.08203125,368064
Bahamas,High income,BHS,2010,NA,36547.4296875,373277
Bahamas,High income,BHS,1890,NA,NA,50724
Bahamas,High income,BHS,700,NA,NA,2111
Bahamas,High income,BHS,1878,NA,NA,44602
Bahamas,High income,BHS,1879,NA,NA,45172
Bahamas,High income,BHS,1963,NA,NA,132655
Bahamas,High income,BHS,2015,NA,36023.59375,392707
Bahamas,High income,BHS,1966,NA,NA,151343
Bahamas,High income,BHS,1846,NA,NA,27912
Bahamas,High income,BHS,1885,NA,NA,48159
Bahamas,High income,BHS,2020,NA,30846.583984375,406478
Bahamas,High income,BHS,1802,NA,NA,27350
Bahamas,High income,BHS,1849,NA,NA,28100
Bahamas,High income,BHS,1889,NA,NA,50157
Bahamas,High income,BHS,1906,NA,NA,59418
Bahamas,High income,BHS,1987,NA,NA,255626
Bahamas,High income,BHS,1825,NA,NA,27457
Bahamas,High income,BHS,1893,NA,NA,52657
Bahamas,High income,BHS,2000,NA,40565.9296875,325033
Bahamas,High income,BHS,1831,NA,NA,27587
Bahamas,High income,BHS,1896,NA,NA,54763
Bahamas,High income,BHS,1899,NA,NA,56857
Bahamas,High income,BHS,200,NA,NA,1366
Bahamas,High income,BHS,1901,NA,NA,57883
Bahamas,High income,BHS,300,NA,NA,1490
Bahamas,High income,BHS,400,NA,NA,1626
Bahamas,High income,BHS,500,NA,NA,1774
Bahamas,High income,BHS,2008,NA,38792.4453125,362807
Bahamas,High income,BHS,1994,NA,33782.24609375,294006
Bahamas,High income,BHS,1989,NA,NA,265505
Bahamas,High income,BHS,1826,NA,NA,27479
Bahamas,High income,BHS,1892,NA,NA,51974
Bahamas,High income,BHS,2014,NA,35801.91796875,389137
Bahamas,High income,BHS,1834,NA,NA,27651
Bahamas,High income,BHS,2003,NA,40183.296875,338505
Bahamas,High income,BHS,1872,NA,NA,41160
Bahamas,High income,BHS,1836,NA,NA,27695
Bahamas,High income,BHS,1958,NA,NA,104423
Bahamas,High income,BHS,1922,NA,NA,59318
Bahamas,High income,BHS,2007,NA,40456.0078125,357678
Bahamas,High income,BHS,1993,NA,33328.96484375,288172
Bahamas,High income,BHS,1874,NA,NA,42277
Bahamas,High income,BHS,1995,NA,34716.5390625,299567
Bahamas,High income,BHS,2021,NA,NA,407920
Bahamas,High income,BHS,1997,NA,37703.8828125,310183
Bahamas,High income,BHS,1998,NA,35604.78125,315410
Bahamas,High income,BHS,2001,NA,41001.75,329639
Bahamas,High income,BHS,2016,NA,35701.23046875,395986
Bahamas,High income,BHS,2018,NA,36539.66015625,401911
Bahamas,High income,BHS,1882,NA,NA,46735
Bahamas,High income,BHS,1886,NA,NA,48644
Bahamas,High income,BHS,-10000,NA,NA,0
Bahamas,High income,BHS,-9000,NA,NA,1
Bahamas,High income,BHS,1918,NA,NA,58498
Bahamas,High income,BHS,1903,NA,NA,58549
Bahamas,High income,BHS,1904,NA,NA,58838
Bahamas,High income,BHS,800,NA,NA,2303
Bahamas,High income,BHS,1996,NA,35698.5078125,304944
Bahamas,High income,BHS,1908,NA,NA,60004
Bahamas,High income,BHS,900,NA,NA,2513
Bahamas,High income,BHS,2002,NA,41420.99609375,334015
Bahamas,High income,BHS,1914,NA,NA,59576
Bahamas,High income,BHS,1915,NA,NA,59323
Bahamas,High income,BHS,1873,NA,NA,41715
Bahamas,High income,BHS,1921,NA,NA,58793
Bahamas,High income,BHS,1860,NA,NA,35245
Bahamas,High income,BHS,1888,NA,NA,49627
Bahamas,High income,BHS,2006,NA,40644.64453125,352672
Bahamas,High income,BHS,1917,NA,NA,58821
Bahamas,High income,BHS,1988,NA,NA,260458
Bahamas,High income,BHS,1862,NA,NA,36357
Bahamas,High income,BHS,1907,NA,NA,59710
Bahamas,High income,BHS,1864,NA,NA,37252
Bahamas,High income,BHS,1999,NA,39477.2421875,320282
Bahamas,High income,BHS,1880,NA,NA,45718
Bahamas,High income,BHS,2017,NA,35917.7578125,399027
Bahamas,High income,BHS,1984,NA,NA,241176
Bahamas,High income,BHS,1883,NA,NA,47205
Bahamas,High income,BHS,1919,NA,NA,58385
Bahamas,High income,BHS,1900,NA,NA,57414
Bahamas,High income,BHS,1869,NA,NA,39597
Bahamas,High income,BHS,1600,NA,NA,4620
Bahamas,High income,BHS,1905,NA,NA,59127
Bahamas,High income,BHS,1868,NA,NA,39109
Bahamas,High income,BHS,1870,NA,NA,40102
Bahamas,High income,BHS,1863,NA,NA,36802
Bahamas,High income,BHS,1865,NA,NA,37708
Bahamas,High income,BHS,1887,NA,NA,49133
Bahamas,High income,BHS,1920,NA,NA,58482
Bahamas,High income,BHS,1881,NA,NA,46239
Bahamas,High income,BHS,1500,NA,NA,4235
Bahamas,High income,BHS,1861,NA,NA,35837
Bahamas,High income,BHS,1000,NA,NA,2741
Bahamas,High income,BHS,1100,NA,NA,2990
Bahamas,High income,BHS,1913,NA,NA,59829
Bahamas,High income,BHS,1300,NA,NA,3559
Bahamas,High income,BHS,1986,NA,NA,250815
Bahamas,High income,BHS,1884,NA,NA,47680
Bahamas,High income,BHS,1200,NA,NA,3262
Bahamas,High income,BHS,1867,NA,NA,38636
Bahamas,High income,BHS,1982,NA,NA,232184
Bahamas,High income,BHS,1871,NA,NA,40622
Bahamas,High income,BHS,1866,NA,NA,38169
Bahamas,High income,BHS,1400,NA,NA,3882
Bahamas,High income,BHS,1909,NA,NA,60188
Bahamas,High income,BHS,1910,NA,NA,60263
Bahamas,High income,BHS,1985,NA,NA,245945
Bahamas,High income,BHS,1911,NA,NA,60228
Bahamas,High income,BHS,1912,NA,NA,60084
Bahamas,High income,BHS,1981,NA,NA,227971
Bahamas,High income,BHS,1983,NA,NA,236595
Bahamas,High income,BHS,1980,NA,NA,223761
Bahrain,High income,BHR,1760,NA,NA,35813
Bahrain,High income,BHR,1740,NA,NA,32484
Bahrain,High income,BHR,900,NA,NA,11504
Bahrain,High income,BHR,1780,NA,NA,39484
Bahrain,High income,BHR,1770,NA,NA,37604
Bahrain,High income,BHR,1750,NA,NA,34108
Bahrain,High income,BHR,1720,NA,NA,29464
Bahrain,High income,BHR,1914,NA,NA,94204
Bahrain,High income,BHR,1943,NA,NA,116687
Bahrain,High income,BHR,600,NA,NA,8386
Bahrain,High income,BHR,1901,NA,NA,76728
Bahrain,High income,BHR,1917,NA,NA,105579
Bahrain,High income,BHR,1913,NA,NA,90691
Bahrain,High income,BHR,1919,NA,NA,113045
Bahrain,High income,BHR,1912,NA,NA,87310
Bahrain,High income,BHR,1700,NA,NA,26724
Bahrain,High income,BHR,700,NA,NA,9318
Bahrain,High income,BHR,1832,NA,NA,64474
Bahrain,High income,BHR,1918,NA,NA,109692
Bahrain,High income,BHR,1915,NA,NA,97852
Bahrain,High income,BHR,1710,NA,NA,28061
Bahrain,High income,BHR,1916,NA,NA,101642
Bahrain,High income,BHR,1940,NA,NA,117923
Bahrain,High income,BHR,1790,NA,NA,41459
Bahrain,High income,BHR,1902,NA,NA,77171
Bahrain,High income,BHR,400,NA,NA,6793
Bahrain,High income,BHR,1941,NA,NA,117613
Bahrain,High income,BHR,500,NA,NA,7547
Bahrain,High income,BHR,1500,NA,NA,21647
Bahrain,High income,BHR,1834,NA,NA,64474
Bahrain,High income,BHR,1801,NA,NA,64474
Bahrain,High income,BHR,1944,NA,NA,116175
Bahrain,High income,BHR,1900,NA,NA,76288
Bahrain,High income,BHR,1800,NA,NA,64474
Bahrain,High income,BHR,1911,NA,NA,84564
Bahrain,High income,BHR,1831,NA,NA,64474
Bahrain,High income,BHR,1954,NA,NA,130908
Bahrain,High income,BHR,1938,NA,NA,118233
Bahrain,High income,BHR,1942,NA,NA,117201
Bahrain,High income,BHR,1876,NA,NA,66448
Bahrain,High income,BHR,1910,NA,NA,82428
Bahrain,High income,BHR,1833,NA,NA,64474
Bahrain,High income,BHR,1946,NA,NA,115158
Bahrain,High income,BHR,1838,NA,NA,64474
Bahrain,High income,BHR,1835,NA,NA,64474
Bahrain,High income,BHR,800,NA,NA,10353
Bahrain,High income,BHR,1400,NA,NA,19482
Bahrain,High income,BHR,1830,NA,NA,64474
Bahrain,High income,BHR,1939,NA,NA,118130
Bahrain,High income,BHR,200,NA,NA,5502
Bahrain,High income,BHR,300,NA,NA,6113
Bahrain,High income,BHR,1951,NA,NA,120371
Bahrain,High income,BHR,1861,NA,NA,64318
Bahrain,High income,BHR,1817,NA,NA,64474
Bahrain,High income,BHR,1953,NA,NA,127198
Bahrain,High income,BHR,1837,NA,NA,64474
Bahrain,High income,BHR,1100,NA,NA,14202
Bahrain,High income,BHR,1920,NA,NA,115606
Bahrain,High income,BHR,1730,NA,NA,30937
Bahrain,High income,BHR,1802,NA,NA,64474
Bahrain,High income,BHR,1803,NA,NA,64474
Bahrain,High income,BHR,1909,NA,NA,80875
Bahrain,High income,BHR,1948,NA,NA,114150
Bahrain,High income,BHR,1949,NA,NA,114463
Bahrain,High income,BHR,1816,NA,NA,64474
Bahrain,High income,BHR,1989,NA,NA,500360
Bahrain,High income,BHR,1875,NA,NA,66067
Bahrain,High income,BHR,1818,NA,NA,64474
Bahrain,High income,BHR,1880,NA,NA,67995
Bahrain,High income,BHR,1881,NA,NA,68388
Bahrain,High income,BHR,1200,NA,NA,15780
Bahrain,High income,BHR,1600,NA,NA,24052
Bahrain,High income,BHR,1828,NA,NA,64474
Bahrain,High income,BHR,1937,NA,NA,118233
Bahrain,High income,BHR,1922,NA,NA,118233
Bahrain,High income,BHR,1804,NA,NA,64474
Bahrain,High income,BHR,1926,NA,NA,118233
Bahrain,High income,BHR,1950,NA,NA,117160
Bahrain,High income,BHR,1931,NA,NA,118233
Bahrain,High income,BHR,1930,NA,NA,118233
Bahrain,High income,BHR,1952,NA,NA,123695
Bahrain,High income,BHR,1820,NA,NA,64474
Bahrain,High income,BHR,1000,NA,NA,12782
Bahrain,High income,BHR,1882,NA,NA,68782
Bahrain,High income,BHR,1839,NA,NA,64474
Bahrain,High income,BHR,1883,NA,NA,69179
Bahrain,High income,BHR,1300,NA,NA,17534
Bahrain,High income,BHR,-3000,NA,NA,1320
Bahrain,High income,BHR,1813,NA,NA,64474
Bahrain,High income,BHR,1814,NA,NA,64474
Bahrain,High income,BHR,1815,NA,NA,64474
Bahrain,High income,BHR,1899,NA,NA,75850
Bahrain,High income,BHR,1860,NA,NA,64332
Bahrain,High income,BHR,1862,NA,NA,64304
Bahrain,High income,BHR,1878,NA,NA,67217
Bahrain,High income,BHR,1879,NA,NA,67605
Bahrain,High income,BHR,1945,NA,NA,115666
Bahrain,High income,BHR,1827,NA,NA,64474
Bahrain,High income,BHR,1936,NA,NA,118233
Bahrain,High income,BHR,1921,NA,NA,117347
Bahrain,High income,BHR,1824,NA,NA,64474
Bahrain,High income,BHR,1947,NA,NA,114653
Bahrain,High income,BHR,1825,NA,NA,64474
Bahrain,High income,BHR,1826,NA,NA,64474
Bahrain,High income,BHR,1829,NA,NA,64474
Bahrain,High income,BHR,2002,NA,47311.74609375,748332
Bahrain,High income,BHR,2003,NA,47476.984375,778260
Bahrain,High income,BHR,1863,NA,NA,64290
Bahrain,High income,BHR,1903,NA,NA,77616
Bahrain,High income,BHR,2007,NA,47000.31640625,1040545
Bahrain,High income,BHR,1955,NA,NA,134883
Bahrain,High income,BHR,1906,NA,NA,78967
Bahrain,High income,BHR,1907,NA,NA,79423
Bahrain,High income,BHR,1957,NA,NA,143914
Bahrain,High income,BHR,1840,NA,NA,64474
Bahrain,High income,BHR,1923,NA,NA,118233
Bahrain,High income,BHR,1924,NA,NA,118233
Bahrain,High income,BHR,1925,NA,NA,118233
Bahrain,High income,BHR,1805,NA,NA,64474
Bahrain,High income,BHR,1806,NA,NA,64474
Bahrain,High income,BHR,1877,NA,NA,66832
Bahrain,High income,BHR,2004,NA,47661.39453125,833454
Bahrain,High income,BHR,1904,NA,NA,78064
Bahrain,High income,BHR,1905,NA,NA,78514
Bahrain,High income,BHR,2008,NA,46408.83203125,1110352
Bahrain,High income,BHR,1956,NA,NA,139184
Bahrain,High income,BHR,1811,NA,NA,64474
Bahrain,High income,BHR,1810,NA,NA,64474
Bahrain,High income,BHR,-1000,NA,NA,2971
Bahrain,High income,BHR,0,NA,NA,4456
Bahrain,High income,BHR,100,NA,NA,4952
Bahrain,High income,BHR,-8000,NA,NA,173
Bahrain,High income,BHR,1857,NA,NA,64375
Bahrain,High income,BHR,1977,NA,NA,315350
Bahrain,High income,BHR,1978,NA,NA,330930
Bahrain,High income,BHR,2005,NA,47493.1484375,901928
Bahrain,High income,BHR,2006,NA,46910.19140625,970986
Bahrain,High income,BHR,1821,NA,NA,64474
Bahrain,High income,BHR,1935,NA,NA,118233
Bahrain,High income,BHR,1823,NA,NA,64474
Bahrain,High income,BHR,1869,NA,NA,64282
Bahrain,High income,BHR,1908,NA,NA,79881
Bahrain,High income,BHR,1871,NA,NA,64640
Bahrain,High income,BHR,1872,NA,NA,64936
Bahrain,High income,BHR,1873,NA,NA,65311
Bahrain,High income,BHR,1887,NA,NA,70790
Bahrain,High income,BHR,1927,NA,NA,118233
Bahrain,High income,BHR,1874,NA,NA,65688
Bahrain,High income,BHR,1819,NA,NA,64474
Bahrain,High income,BHR,1864,NA,NA,64276
Bahrain,High income,BHR,1934,NA,NA,118233
Bahrain,High income,BHR,1822,NA,NA,64474
Bahrain,High income,BHR,2009,NA,44759.39453125,1179460
Bahrain,High income,BHR,2010,NA,44599.8046875,1213655
Bahrain,High income,BHR,2011,NA,44157.48046875,1212086
Bahrain,High income,BHR,2012,NA,45035.98046875,1224948
Bahrain,High income,BHR,1885,NA,NA,69980
Bahrain,High income,BHR,1886,NA,NA,70384
Bahrain,High income,BHR,-9000,NA,NA,115
Bahrain,High income,BHR,1843,NA,NA,64474
Bahrain,High income,BHR,1807,NA,NA,64474
Bahrain,High income,BHR,1990,NA,38601.03125,517429
Bahrain,High income,BHR,1979,NA,NA,346705
Bahrain,High income,BHR,1993,NA,47819.42578125,573762
Bahrain,High income,BHR,1865,NA,NA,64261
Bahrain,High income,BHR,1895,NA,NA,74124
Bahrain,High income,BHR,1853,NA,NA,64431
Bahrain,High income,BHR,1898,NA,NA,75415
Bahrain,High income,BHR,1812,NA,NA,64474
Bahrain,High income,BHR,-2000,NA,NA,1980
Bahrain,High income,BHR,-4000,NA,NA,880
Bahrain,High income,BHR,1988,NA,NA,483343
Bahrain,High income,BHR,1859,NA,NA,64346
Bahrain,High income,BHR,1858,NA,NA,64361
Bahrain,High income,BHR,2021,NA,NA,1463266
Bahrain,High income,BHR,1929,NA,NA,118233
Bahrain,High income,BHR,1933,NA,NA,118233
Bahrain,High income,BHR,1932,NA,NA,118233
Bahrain,High income,BHR,1866,NA,NA,64247
Bahrain,High income,BHR,1867,NA,NA,64233
Bahrain,High income,BHR,1868,NA,NA,64219
Bahrain,High income,BHR,1870,NA,NA,64422
Bahrain,High income,BHR,1986,NA,NA,450202
Bahrain,High income,BHR,1987,NA,NA,466573
Bahrain,High income,BHR,1842,NA,NA,64474
Bahrain,High income,BHR,2001,NA,48245.77734375,730263
Bahrain,High income,BHR,1888,NA,NA,71198
Bahrain,High income,BHR,1928,NA,NA,118233
Bahrain,High income,BHR,1976,NA,NA,300046
Bahrain,High income,BHR,1992,NA,43430.26953125,554480
Bahrain,High income,BHR,1890,NA,NA,72022
Bahrain,High income,BHR,1808,NA,NA,64474
Bahrain,High income,BHR,1894,NA,NA,73699
Bahrain,High income,BHR,1836,NA,NA,64474
Bahrain,High income,BHR,1854,NA,NA,64417
Bahrain,High income,BHR,1958,NA,NA,149092
Bahrain,High income,BHR,1841,NA,NA,64474
Bahrain,High income,BHR,-5000,NA,NA,586
Bahrain,High income,BHR,2013,NA,46930.83203125,1261683
Bahrain,High income,BHR,1884,NA,NA,69578
Bahrain,High income,BHR,1975,NA,NA,285125
Bahrain,High income,BHR,1845,NA,NA,64474
Bahrain,High income,BHR,1889,NA,NA,71609
Bahrain,High income,BHR,1963,NA,NA,179903
Bahrain,High income,BHR,1994,NA,46538.7734375,593259
Bahrain,High income,BHR,1995,NA,47157.21484375,612941
Bahrain,High income,BHR,-10000,NA,NA,77
Bahrain,High income,BHR,1997,NA,47957.0703125,652651
Bahrain,High income,BHR,-6000,NA,NA,391
Bahrain,High income,BHR,1897,NA,NA,74982
Bahrain,High income,BHR,2000,NA,49406.29296875,711446
Bahrain,High income,BHR,1855,NA,NA,64403
Bahrain,High income,BHR,1856,NA,NA,64389
Bahrain,High income,BHR,1844,NA,NA,64474
Bahrain,High income,BHR,1961,NA,NA,166981
Bahrain,High income,BHR,1962,NA,NA,173370
Bahrain,High income,BHR,1852,NA,NA,64446
Bahrain,High income,BHR,1849,NA,NA,64474
Bahrain,High income,BHR,1850,NA,NA,64474
Bahrain,High income,BHR,1996,NA,47825.875,632763
Bahrain,High income,BHR,1984,NA,NA,419228
Bahrain,High income,BHR,1985,NA,NA,434387
Bahrain,High income,BHR,1999,NA,48988.5703125,692138
Bahrain,High income,BHR,1972,NA,NA,243159
Bahrain,High income,BHR,2014,NA,48201.15625,1311142
Bahrain,High income,BHR,1959,NA,NA,154698
Bahrain,High income,BHR,1960,NA,NA,160702
Bahrain,High income,BHR,1991,NA,41770.640625,535419
Bahrain,High income,BHR,1851,NA,NA,64460
Bahrain,High income,BHR,1893,NA,NA,73276
Bahrain,High income,BHR,1846,NA,NA,64474
Bahrain,High income,BHR,1809,NA,NA,64474
Bahrain,High income,BHR,1983,NA,NA,404779
Bahrain,High income,BHR,1968,NA,NA,210815
Bahrain,High income,BHR,1896,NA,NA,74552
Bahrain,High income,BHR,1981,NA,NA,377435
Bahrain,High income,BHR,1891,NA,NA,72438
Bahrain,High income,BHR,1892,NA,NA,72856
Bahrain,High income,BHR,1980,NA,NA,362600
Bahrain,High income,BHR,1970,NA,NA,222567
Bahrain,High income,BHR,1998,NA,48717.18359375,672484
Bahrain,High income,BHR,-7000,NA,NA,260
Bahrain,High income,BHR,1848,NA,NA,64474
Bahrain,High income,BHR,2015,NA,48110.734375,1362157
Bahrain,High income,BHR,2019,NA,45311.86328125,1494195
Bahrain,High income,BHR,1973,NA,NA,256644
Bahrain,High income,BHR,1974,NA,NA,270637
Bahrain,High income,BHR,1969,NA,NA,216707
Bahrain,High income,BHR,2018,NA,46389.265625,1487346
Bahrain,High income,BHR,1967,NA,NA,204934
Bahrain,High income,BHR,1847,NA,NA,64474
Bahrain,High income,BHR,2020,NA,41480.578125,1477478
Bahrain,High income,BHR,1965,NA,NA,193024
Bahrain,High income,BHR,1966,NA,NA,199029
Bahrain,High income,BHR,1982,NA,NA,391031
Bahrain,High income,BHR,2017,NA,47709.77734375,1456844
Bahrain,High income,BHR,1971,NA,NA,231001
Bahrain,High income,BHR,1964,NA,NA,186604
Bahrain,High income,BHR,2016,NA,47937.7109375,1409668
Bangladesh,Lower middle income,BGD,1700,NA,NA,15359997
Bangladesh,Lower middle income,BGD,1897,NA,NA,25704124
Bangladesh,Lower middle income,BGD,1895,NA,NA,25533916
Bangladesh,Lower middle income,BGD,1600,NA,NA,12480005
Bangladesh,Lower middle income,BGD,1500,NA,NA,9599989
Bangladesh,Lower middle income,BGD,1000,NA,NA,7391997
Bangladesh,Lower middle income,BGD,1894,NA,NA,25448902
Bangladesh,Lower middle income,BGD,1810,NA,NA,19574434
Bangladesh,Lower middle income,BGD,1400,NA,NA,9024002
Bangladesh,Lower middle income,BGD,1821,NA,NA,20127784
Bangladesh,Lower middle income,BGD,1899,NA,NA,25874553
Bangladesh,Lower middle income,BGD,1896,NA,NA,25618991
Bangladesh,Lower middle income,BGD,1898,NA,NA,25789313
Bangladesh,Lower middle income,BGD,900,NA,NA,6672000
Bangladesh,Lower middle income,BGD,-7000,NA,NA,91371
Bangladesh,Lower middle income,BGD,-5000,NA,NA,253808
Bangladesh,Lower middle income,BGD,1820,NA,NA,20085068
Bangladesh,Lower middle income,BGD,1881,NA,NA,24350345
Bangladesh,Lower middle income,BGD,-3000,NA,NA,705024
Bangladesh,Lower middle income,BGD,1935,NA,NA,31382865
Bangladesh,Lower middle income,BGD,1933,NA,NA,30164276
Bangladesh,Lower middle income,BGD,1720,NA,NA,16090214
Bangladesh,Lower middle income,BGD,1806,NA,NA,19419419
Bangladesh,Lower middle income,BGD,1818,NA,NA,19964367
Bangladesh,Lower middle income,BGD,1936,NA,NA,32010498
Bangladesh,Lower middle income,BGD,1300,NA,NA,7967992
Bangladesh,Lower middle income,BGD,1976,NA,NA,76380080
Bangladesh,Lower middle income,BGD,1977,NA,NA,78137792
Bangladesh,Lower middle income,BGD,1891,NA,NA,25194246
Bangladesh,Lower middle income,BGD,-4000,NA,NA,423014
Bangladesh,Lower middle income,BGD,1710,NA,NA,15768403
Bangladesh,Lower middle income,BGD,800,NA,NA,5951993
Bangladesh,Lower middle income,BGD,1934,NA,NA,30767538
Bangladesh,Lower middle income,BGD,1883,NA,NA,24518448
Bangladesh,Lower middle income,BGD,-6000,NA,NA,152285
Bangladesh,Lower middle income,BGD,1880,NA,NA,24266433
Bangladesh,Lower middle income,BGD,1805,NA,NA,19381202
Bangladesh,Lower middle income,BGD,1917,NA,NA,26977325
Bangladesh,Lower middle income,BGD,1893,NA,NA,25363950
Bangladesh,Lower middle income,BGD,-1000,NA,NA,1958399
Bangladesh,Lower middle income,BGD,1808,NA,NA,19496079
Bangladesh,Lower middle income,BGD,1807,NA,NA,19457711
Bangladesh,Lower middle income,BGD,1980,NA,NA,83929768
Bangladesh,Lower middle income,BGD,1100,NA,NA,7679998
Bangladesh,Lower middle income,BGD,1890,NA,NA,25109499
Bangladesh,Lower middle income,BGD,600,NA,NA,4896000
Bangladesh,Lower middle income,BGD,1889,NA,NA,25024825
Bangladesh,Lower middle income,BGD,1879,NA,NA,24182617
Bangladesh,Lower middle income,BGD,1892,NA,NA,25279064
Bangladesh,Lower middle income,BGD,1973,NA,NA,71144816
Bangladesh,Lower middle income,BGD,1992,85,1582.31359863281,111272104
Bangladesh,Lower middle income,BGD,-2000,NA,NA,1175041
Bangladesh,Lower middle income,BGD,1981,NA,NA,86154832
Bangladesh,Lower middle income,BGD,1900,NA,NA,25959844
Bangladesh,Lower middle income,BGD,1730,NA,NA,16418580
Bangladesh,Lower middle income,BGD,1200,NA,NA,7967992
Bangladesh,Lower middle income,BGD,1902,NA,NA,26130563
Bangladesh,Lower middle income,BGD,1804,NA,NA,19343060
Bangladesh,Lower middle income,BGD,1750,NA,NA,17095578
Bangladesh,Lower middle income,BGD,1760,NA,NA,17444470
Bangladesh,Lower middle income,BGD,1819,NA,NA,20023536
Bangladesh,Lower middle income,BGD,2007,81,2537.11108398438,144135936
Bangladesh,Lower middle income,BGD,1790,NA,NA,18534452
